OUT,MID1,MID2,MID3,MID4,MID5,MID6,MID7,MID8,MID9,kingdom,phylum,classes,phylogeny
702,0,1,0,0,0,0,0,0,1,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Hahellaceae Zooshikella"
703,1,0,1,0,3,0,1,0,2,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Aidingimonas"
704,67,2,31,0,14,0,54,0,45,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Carnimonas"
705,2,0,1,0,1,0,2,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Cobetia"
706,0,0,0,0,1,0,0,0,2,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Halotalea"
707,151,3,99,0,23,0,149,0,30,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Modicisalibacter"
708,0,0,0,0,2,0,1,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Salinicola"
709,1,0,2,0,0,0,0,0,6,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Halomonadaceae Zymobacter"
710,1,3,0,0,3,0,2,0,1,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Litoricolaceae Litoricola"
711,2,0,3,0,4,0,2,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oceanospirillaceae Balneatrix"
712,0,0,0,0,0,0,0,0,1,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oceanospirillaceae Bermanella"
713,1,1,2,0,6,0,6,0,10,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oceanospirillaceae Neptuniibacter"
714,0,0,1,0,3,0,0,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oceanospirillaceae Oceaniserpentilla"
715,0,0,0,0,3,0,0,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oceanospirillaceae Thalassolituus"
716,0,1,0,0,5,0,0,0,1,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oceanospirillales_incertae_sedis Spongiispira"
717,1,3,0,0,8,0,1,0,1,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Oceanospirillales Oleiphilaceae Oleiphilus"
718,0,0,0,0,0,0,0,0,1,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pasteurellales Pasteurellaceae Haemophilus"
719,11,0,14,0,0,0,3,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter"
720,9,1,8,0,0,0,4,0,12,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Moraxellaceae Alkanindiges"
721,1,0,0,0,1,0,1,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Moraxellaceae Enhydrobacter"
722,0,0,0,0,0,0,2,0,4,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Moraxellaceae Perlucidibaca"
723,0,0,0,0,0,0,1,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Moraxellaceae Psychrobacter"
724,396,9,200,0,57,0,319,0,805,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Pseudomonadaceae Azomonas"
725,414,10,221,1,50,0,410,0,862,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Pseudomonadaceae Azorhizophilus"
726,0,0,0,0,0,0,0,0,12,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Pseudomonadaceae Azotobacter"
727,3732,40,1968,2,424,1,3448,3,3534,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas"
728,4,0,2,0,17,0,7,1,4,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Piscirickettsiaceae Cycloclasticus"
729,0,9,0,4,0,0,0,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Piscirickettsiaceae Hydrogenovibrio"
730,0,0,0,0,0,0,1,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Piscirickettsiaceae Piscirickettsia"
731,0,1,0,0,1,0,0,0,1,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Piscirickettsiaceae Sulfurivirga"
732,22,1,16,1,15,1,25,0,25,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Thiotrichaceae Beggiatoa"
733,1,0,0,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Thiotrichaceae Leucothrix"
734,4,2,1,2,5,0,4,3,2,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Thiotrichales_incertae_sedis Fangia"
735,5,0,3,0,0,0,4,0,3,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Sinobacteraceae Alkanibacter"
736,6,0,1,0,0,0,2,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Sinobacteraceae Hydrocarboniphaga"
737,1,0,1,0,0,0,1,0,2,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Sinobacteraceae Sinobacter"
738,1,0,1,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Sinobacteraceae Steroidobacter"
739,0,0,0,0,0,0,1,0,1,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Aquimonas"
740,0,0,0,0,0,0,5,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Arenimonas"
741,0,0,0,0,0,0,17,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Aspromonas"
742,2,3,4,0,5,0,7,0,3,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Frateuria"
743,0,0,0,0,0,0,1,0,2,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Ignatzschineria"
744,2,0,1,0,3,1,1,0,1,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Luteibacter"
745,0,0,0,0,0,0,10,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Luteimonas"
746,0,0,0,0,0,0,5,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Rudaea"
747,0,0,1,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Silanimonas"
748,0,0,0,0,0,0,80,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Stenotrophomonas"
749,0,0,1,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Wohlfahrtiimonas"
750,0,0,0,0,0,0,133,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Xanthomonas"
751,0,0,0,0,0,0,1,0,0,Bacteria,"""Proteobacteria""",Gammaproteobacteria,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Xylella"
752,1,0,0,0,0,1,0,0,0,Bacteria,"""Spirochaetes""",Spirochaetes,"Bacteria ""Spirochaetes"" Spirochaetes Spirochaetales Spirochaetales_incertae_sedis Exilispira"
753,2,2,2,1,5,2,1,0,0,Bacteria,"""Synergistetes""",Synergistia,"Bacteria ""Synergistetes"" Synergistia Synergistales Synergistaceae Aminiphilus"
754,1,2,3,1,5,0,8,0,3,Bacteria,"""Synergistetes""",Synergistia,"Bacteria ""Synergistetes"" Synergistia Synergistales Synergistaceae Aminomonas"
755,1,0,0,0,0,0,0,0,0,Bacteria,"""Synergistetes""",Synergistia,"Bacteria ""Synergistetes"" Synergistia Synergistales Synergistaceae Thermovirga"
756,0,0,0,0,0,0,0,0,1,Bacteria,"""Tenericutes""",Mollicutes,"Bacteria ""Tenericutes"" Mollicutes Anaeroplasmatales Anaeroplasmataceae Asteroleplasma"
757,1,15,2,0,0,18,2,0,11,Bacteria,"""Tenericutes""",Mollicutes,"Bacteria ""Tenericutes"" Mollicutes Haloplasmatales Haloplasmataceae Haloplasma"
758,1,1,0,0,1,1,1,0,1,Bacteria,"""Thermodesulfobacteria""",Thermodesulfobacteria,"Bacteria ""Thermodesulfobacteria"" Thermodesulfobacteria Thermodesulfobacteriales Thermodesulfobacteriaceae Caldimicrobium"
759,0,3,1,0,1,2,3,1,1,Bacteria,"""Thermodesulfobacteria""",Thermodesulfobacteria,"Bacteria ""Thermodesulfobacteria"" Thermodesulfobacteria Thermodesulfobacteriales Thermodesulfobacteriaceae Thermodesulfatator"
760,7,15,12,13,26,12,15,4,43,Bacteria,"""Thermotogae""",Thermotogae,"Bacteria ""Thermotogae"" Thermotogae Thermotogales Thermotogaceae Geotoga"
761,9,22,7,4,36,11,16,2,16,Bacteria,"""Thermotogae""",Thermotogae,"Bacteria ""Thermotogae"" Thermotogae Thermotogales Thermotogaceae Kosmotoga"
762,1,0,1,0,0,0,2,0,0,Bacteria,"""Verrucomicrobia""",Opitutae,"Bacteria ""Verrucomicrobia"" Opitutae Opitutales Opitutaceae Alterococcus"
763,0,0,1,0,1,0,126,0,1,Bacteria,"""Verrucomicrobia""",Opitutae,"Bacteria ""Verrucomicrobia"" Opitutae Opitutales Opitutaceae Opitutus"
764,0,0,1,0,2,0,39,0,0,Bacteria,"""Verrucomicrobia""",Opitutae,"Bacteria ""Verrucomicrobia"" Opitutae Puniceicoccales Puniceicoccaceae Cerasicoccus"
765,0,0,0,0,0,0,2,0,0,Bacteria,"""Verrucomicrobia""",Opitutae,"Bacteria ""Verrucomicrobia"" Opitutae Puniceicoccales Puniceicoccaceae Coraliomargarita"
766,0,0,2,0,4,0,0,0,0,Bacteria,"""Verrucomicrobia""",Opitutae,"Bacteria ""Verrucomicrobia"" Opitutae Puniceicoccales Puniceicoccaceae Puniceicoccus"
767,0,0,0,0,0,0,4,0,0,Bacteria,"""Verrucomicrobia""",Subdivision3,"Bacteria ""Verrucomicrobia"" Subdivision3   Subdivision3_genera_incertae_sedis"
768,0,0,2,0,0,1,9,0,0,Bacteria,"""Verrucomicrobia""",Verrucomicrobiae,"Bacteria ""Verrucomicrobia"" Verrucomicrobiae Verrucomicrobiales Verrucomicrobiaceae Persicirhabdus"
769,0,0,1,0,0,1,39,0,0,Bacteria,"""Verrucomicrobia""",Verrucomicrobiae,"Bacteria ""Verrucomicrobia"" Verrucomicrobiae Verrucomicrobiales Verrucomicrobiaceae Verrucomicrobium"
770,2,0,1,0,2,0,1,1,0,Bacteria,Cyanobacteria,Cyanobacteria,Bacteria Cyanobacteria Cyanobacteria  Chloroplast Bangiophyceae
771,85,1,4,6,5,0,2,4,1,Bacteria,Cyanobacteria,Cyanobacteria,Bacteria Cyanobacteria Cyanobacteria  Chloroplast Chlorarachniophyceae
772,1388,2,54,44,59,0,0,0,10,Bacteria,Cyanobacteria,Cyanobacteria,Bacteria Cyanobacteria Cyanobacteria  Chloroplast Streptophyta
773,0,0,1,0,4,0,0,0,0,Bacteria,OD1,,Bacteria OD1    OD1_genera_incertae_sedis
774,0,0,26,0,0,0,0,0,0,Bacteria,OP11,,Bacteria OP11    OP11_genera_incertae_sedis
775,0,2,0,0,0,0,0,0,0,Bacteria,TM7,,Bacteria TM7    TM7_genera_incertae_sedis
